Gid,SE_T025_006,SE_T025_007,SE_T025_004,SE_T025_005,SE_T025_002,SE_T025_003,SE_T025_001,SE_T002_003,SE_T002_002,SE_T002_001,SE_T025_008,SE_T050_011,SE_T050_010,SE_T050_013,SE_T050_012,SE_T050_014,SE_T078_002,SE_T139_067,SE_T182_001,SE_T139_122,SE_T053_001,SE_T053_003,SE_T053_002,SE_T053_005,SE_T053_004,SE_T053_006,SE_T139_034,SE_T147_001,SE_T013_005,SE_T013_004,SE_T013_007,SE_T013_006,SE_T013_001,SE_T059_001,SE_T013_003,SE_T013_002,SE_T056_017,SE_T145_002,SE_T007_002,SE_T013_008,SE_T007_001,SE_T139_085,SE_T157_001,SE_T081_001,SE_T081_002,SE_T050_006,SE_T050_007,SE_T050_004,SE_T050_005,SE_T050_002,SE_T050_003,SE_T108_002,SE_T050_001,SE_T005_001,SE_T139_002,SE_T145_001,SE_T050_008,SE_T050_009,SE_T030_001,SE_T030_002,SE_T083_001,SE_T094_003,SE_T004_001,SE_T080_001,SE_T004_003,SE_T004_002,SE_T057_001,SE_T139_091,SE_T094_001,SE_T182_007,SE_T108_001,SE_T139_001,SE_T182_002,SE_T007_013,SE_T080_002,SE_T056_001,SE_T056_002,SE_T078_001
14000US36047990100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14000US53011041005,1.42,0.47,46.85,8.06,19.3,23.56,100.0,14.0940977332714,178.0887,2510,0.34,0,17.3,9.44,6.26,11.03,23.13,0,100.0,3.44,100.0,8.95,67.5,10.24,13.32,0,8.11,25,1.47,0.88,23.27,0.88,100.0,47813.0389064143,7.01,58.01,0.53,17.53,11.59,8.49,100.0,0,0.4867,100.0,10.73,7.65,12.03,0.89,1.19,10.54,9.05,63.81,100.0,100.0,3.93,100.0,5.77,8.85,100.0,5.19,18250,43.64,100.0,100.0,54.86,45.14,34330,84.52,100.0,1.37,100.0,100.0,8.62,0.68,5.47,100.0,12.3,100.0
14000US53011041007,3.95,0.25,41.21,16.01,9.72,28.86,100.0,0.746601914757906,4666.476,3484,0,0.56,14.07,6.82,9.67,9.18,27.09,3.95,100.0,0,100.0,12.15,72.35,6.08,9.42,0,4.8,28,0.26,0.83,6.4,0,100.0,73165.785609398,5.28,84.1,1.76,14.69,9.53,3.13,100.0,0,0.4592,100.0,12.26,8.74,4.65,0.62,0.5,12.52,13.76,72.56,100.0,100.0,31.64,100.0,7.56,11.35,100.0,5.8,28435,39.79,100.0,100.0,49.86,50.14,55605,59.6,100.0,1.54,100.0,100.0,1.32,1.64,1.76,100.0,6.68,100.0
14000US22071005400,12.63,4.14,22.47,41.48,4.55,10.59,100.0,0.329433572665202,5284.829,1741,4.14,0,10.13,0,2.08,0.85,18.6,50.0,100.0,8.14,100.0,9.94,69.13,12.78,8.14,0,0,17,0,0,1.44,0,100.0,52108.8414634146,20.79,74.73,0.61,19.38,3.1,3.04,100.0,0,0.4817,100.0,4.78,10.89,3.03,3.6,0.57,17.9,39.96,53.97,100.0,100.0,16.28,100.0,5.87,5.11,100.0,0,31456,74.39,100.0,100.0,51.98,48.02,36548,25.58,100.0,0,100.0,100.0,17.68,2.64,2.64,100.0,16.46,100.0
14000US17031530200,1.1,1.07,31.43,9.41,18.78,38.21,100.0,0.500906954009053,8841.962,4429,0,0,15.07,4.71,3.01,18.46,34.51,60.0,100.0,0,100.0,10.96,75.81,7.79,5.44,0,0,48,0,0,0,0,100.0,39405.3597650514,99.32,0,0,12.37,7.65,0.68,100.0,0,0.4564,100.0,9.4,5.15,2.72,5.22,7.87,9.56,9.85,52.76,100.0,100.0,0,100.0,9.04,9.34,100.0,5.51,13229,54.77,100.0,100.0,55.61,44.39,27073,40.0,100.0,0,100.0,100.0,35.32,0.86,13.88,100.0,13.22,100.0
14000US06037402200,6.6,2.45,31.5,15.88,17.48,25.66,100.0,2.18304023030223,3348.999,7311,0.42,0,18.23,5.73,9.41,7.11,23.87,0,100.0,0,100.0,21.1,63.38,6.48,9.04,0,29.73,32,8.75,3.0,25.07,0,100.0,85597.6665046184,10.56,48.19,5.64,9.23,8.64,4.43,100.0,0,0.4305,100.0,18.18,6.23,2.43,2.12,4.18,11.06,24.62,74.78,100.0,100.0,0.99,100.0,1.75,7.14,100.0,11.96,25551,37.92,100.0,100.0,51.94,48.06,65428,69.28,100.0,8.07,100.0,100.0,7.05,3.87,5.4,100.0,3.74,100.0
14000US53011041008,12.07,1.77,33.77,26.8,4.43,20.37,100.0,0.994799589805049,4170.689,4149,0.8,0,13.07,4.59,10.16,4.48,35.72,1.92,100.0,5.45,100.0,10.8,57.59,13.61,17.61,0.38,23.72,29,3.81,0.29,4.53,0.36,100.0,98901.2855209743,0.51,86.74,8.39,6.77,3.52,3.76,100.0,0.32,0.4042,100.0,24.02,2.97,2.54,2.0,0.54,20.15,26.42,74.28,100.0,100.0,20.51,100.0,5.46,7.62,100.0,0,35721,8.19,100.0,100.0,51.48,48.52,72321,48.08,100.0,4.26,100.0,100.0,0.81,2.36,1.96,100.0,1.01,100.0
14000US53011041009,4.47,2.14,40.16,13.95,9.67,29.31,100.0,0.940754937860716,3973.405,3738,0.31,0,10.34,6.95,3.68,7.6,38.56,0,100.0,5.86,100.0,15.25,68.85,6.08,8.94,0.88,33.7,26,1.95,1.61,4.41,0,100.0,56295.0470219436,2.14,86.14,1.38,10.41,2.89,3.75,100.0,0,0.3935,100.0,22.95,9.7,6.84,4.85,0.88,15.37,20.11,55.06,100.0,100.0,9.52,100.0,3.68,9.99,100.0,2.82,24915,51.72,100.0,100.0,51.2,48.8,42190,50.92,100.0,1.5,100.0,100.0,8.03,2.86,7.65,100.0,3.51,100.0
14000US16027020300,1.36,0,36.63,7.72,18.04,36.24,100.0,0.741713475120348,6648.12,4931,0,2.02,17.21,6.7,13.54,8.21,22.26,0,100.0,0,100.0,8.12,69.66,11.84,9.32,1.06,22.4,28,2.09,4.4,10.61,0,100.0,41719.3587416818,0.22,82.56,0,13.53,12.05,0.12,100.0,0,0.3912,100.0,10.04,5.19,7.89,2.02,0.78,5.78,12.99,72.55,100.0,100.0,8.2,100.0,6.24,11.43,100.0,7.71,14671,54.39,100.0,100.0,52.61,47.39,33188,69.4,100.0,0.85,100.0,100.0,7.14,0.2,8.95,100.0,10.34,100.0
14000US26163501200,1.01,0,32.63,5.64,20.04,39.78,100.0,0.265452967349656,6453.121,1713,0.91,0,14.56,17.72,7.28,4.13,40.15,21.74,100.0,26.09,100.0,9.47,71.84,17.72,0.97,0,0,29,0,0,0,0,100.0,33364.1651031895,96.61,1.52,0,10.51,8.76,1.87,100.0,0,0.4309,100.0,18.57,2.18,2.91,17.96,7.28,13.59,1.94,50.74,100.0,100.0,0,100.0,4.13,6.31,100.0,0,11607,61.91,100.0,100.0,57.91,42.09,27008,52.17,100.0,0,100.0,100.0,24.58,1.11,9.94,100.0,18.95,100.0
14000US45019004606,12.9,6.56,21.57,33.09,4.65,16.16,100.0,4.1329461758124,2227.951,9208,5.07,0,6.16,2.05,2.55,3.58,33.08,3.37,100.0,12.98,100.0,12.24,65.16,5.27,17.01,0.31,29.81,21,2.35,0.15,0.28,0.21,100.0,123176.383763838,11.84,82.53,18.42,8.37,6.21,2.65,100.0,5.29,0.5329,100.0,16.58,6.18,1.12,2.62,0,21.57,31.81,64.02,100.0,100.0,30.53,100.0,3.34,19.02,100.0,0,51907,32.02,100.0,100.0,51.62,48.38,76653,18.03,100.0,1.29,100.0,100.0,7.59,4.05,0.42,100.0,6.35,100.0
14000US45019004607,10.98,5.07,25.32,36.73,3.5,16.33,100.0,2.68649623087057,2058.815,5531,2.07,0,6.17,0.5,3.15,1.88,28.33,0,100.0,0,100.0,19.62,66.49,8.45,5.43,0,54.52,17,2.28,0.83,0,0,100.0,89387.0534135126,1.66,92.97,9.87,7.66,3.87,2.26,100.0,0,0.4973,100.0,18.04,9.29,0.97,1.81,1.74,19.02,34.42,65.53,100.0,100.0,29.1,100.0,4.53,16.5,100.0,0,47107,61.73,100.0,100.0,55.58,44.42,61002,16.39,100.0,1.41,100.0,100.0,10.86,4.45,0.53,100.0,7.39,100.0
14000US32005002200,9.67,1.7,40.49,20.05,4.72,22.71,100.0,41.8487653224648,154.3893,6461,0.65,0,9.07,2.73,11.07,5.68,43.53,0,100.0,14.32,100.0,28.66,54.63,1.88,14.83,0,3.64,26,0.23,0.76,0.53,0,100.0,90130.3975058457,1.21,97.01,5.22,5.06,3.39,0.26,100.0,0,0.3647,100.0,35.11,4.61,2.58,0,4.02,22.94,24.23,70.36,100.0,100.0,60.68,100.0,0.63,12.43,100.0,9.78,36993,10.21,100.0,100.0,44.84,55.16,79688,21.36,100.0,7.99,100.0,100.0,1.13,1.49,1.68,100.0,4.44,100.0
14000US72135510200,6.41,2.29,22.05,23.15,19.01,26.25,100.0,3.37470405268287,2438.14,8228,0.83,0,17.34,4.83,7.11,6.54,32.49,0,100.0,0,100.0,15.7,70.31,4.5,6.61,2.88,0,43,0,1.19,2.09,0,100.0,47301.0901467505,12.32,67.63,0.63,5.82,6.95,16.76,100.0,0,0.491,100.0,11.49,2.85,7.11,0,0.5,21.4,16.07,66.32,100.0,100.0,0,100.0,3.09,13.15,100.0,5.0,14604,18.2,100.0,100.0,51.54,48.46,28955,0,100.0,0,100.0,0,6.79,0.36,6.88,100.0,13.75,100.0
14000US37009970700,5.09,1.52,33.76,23.68,6.08,29.1,100.0,91.8732472891766,65.97133,6061,0.78,1.16,14.62,6.34,10.29,8.99,46.42,0,100.0,12.5,100.0,15.89,54.79,11.94,17.38,0,22.66,30,0.48,0.16,1.39,0,100.0,76076.7345399698,0.26,95.69,3.09,11.7,4.88,2.01,100.0,0,0.4917,100.0,31.52,4.44,5.37,2.76,2.05,9.92,19.62,52.49,100.0,100.0,17.19,100.0,1.38,13.05,100.0,0,32877,19.68,100.0,100.0,51.18,48.82,54097,47.66,100.0,2.75,100.0,100.0,2.41,3.18,1.32,100.0,4.19,100.0
14000US48113001001,15.53,7.69,16.63,42.64,7.91,7.69,100.0,0.249736292214481,6811.185,1701,1.9,0,6.87,0.72,4.79,1.36,21.86,0,100.0,3.07,100.0,9.76,60.04,11.84,18.17,0.18,12.27,20,0.94,0.71,4.59,0,100.0,156245.226130653,0.94,88.95,25.25,4.88,9.82,3.88,100.0,9.82,0.5088,100.0,8.29,2.08,0.63,3.89,2.44,34.45,32.91,77.85,100.0,100.0,17.79,100.0,1.9,7.96,100.0,0,74142,41.58,100.0,100.0,46.38,53.62,108393,57.06,100.0,0.38,100.0,100.0,5.53,2.7,2.01,100.0,1.88,100.0
14000US28035000800,18.63,7.68,33.43,18.82,5.48,10.24,100.0,3.61080939371148,1600.195,5778,5.72,0,12.83,3.53,6.99,0,33.45,0,100.0,0,100.0,22.74,55.05,11.24,10.97,0,0,17,0,0.33,0.12,0,100.0,74766.015104398,21.84,77.71,6.35,9.24,6.35,0,100.0,0,0.4957,100.0,24.57,2.39,3.11,2.51,0.42,7.56,46.01,56.8,100.0,100.0,80.0,100.0,2.85,11.81,100.0,0,30549,28.12,100.0,100.0,49.05,50.95,56324,20.0,100.0,1.91,100.0,100.0,0,3.67,1.11,100.0,11.99,100.0
14000US45019004608,15.84,3.18,26.11,39.76,0.88,11.9,100.0,23.3295752721634,1044.125,24359,2.33,0,8.11,1.52,3.6,3.81,26.36,3.75,100.0,0,100.0,13.35,66.96,4.99,14.7,0,30.77,27,1.24,0.04,0,0.09,100.0,126797.89423307,4.24,92.22,17.3,5.94,6.66,2.17,100.0,4.93,0.3975,100.0,19.17,5.15,2.67,1.82,0.35,27.77,25.58,80.61,100.0,100.0,23.77,100.0,2.32,17.29,100.0,0,44201,18.92,100.0,100.0,49.95,50.05,100918,36.79,100.0,1.57,100.0,100.0,2.37,1.14,1.03,100.0,3.43,100.0
14000US39145002800,4.88,0.79,29.19,6.19,18.15,40.4,100.0,37.809716492895,126.8457,4796,0.39,0,12.94,5.63,6.73,14.88,41.32,0,100.0,0,100.0,17.27,64.88,8.15,9.7,0,0,26,0,0.42,0.21,0,100.0,58666.6452442159,3.29,94.79,1.29,5.16,6.15,1.29,100.0,0,0.4462,100.0,28.34,8.67,5.82,1.55,3.56,6.14,18.05,46.91,100.0,100.0,100.0,100.0,3.82,12.23,100.0,1.15,20048,23.14,100.0,100.0,49.35,50.65,43846,0,100.0,5.46,100.0,100.0,6.04,1.9,3.86,100.0,6.68,100.0
14000US18167010500,2.46,0.47,34.53,4.26,20.83,37.46,100.0,3.39573774086984,747.9965,2540,0,0.49,11.38,18.25,11.97,7.75,35.7,0,100.0,0,100.0,14.52,72.03,7.65,5.79,0,0,25,0,0,0,0,100.0,39508.156779661,0.75,98.15,0.42,14.02,8.11,1.1,100.0,0,0.4176,100.0,24.58,4.12,11.09,5.99,3.83,3.24,14.92,57.01,100.0,100.0,0,100.0,2.16,4.81,100.0,22.9,14834,41.1,100.0,100.0,50.87,49.13,29405,0,100.0,2.12,100.0,0,10.7,2.05,5.72,100.0,13.67,100.0
14000US12086013800,0.29,0.66,29.93,6.42,26.85,35.84,100.0,0.206580879911413,36029.47,7443,0,0,17.95,8.21,18.63,7.49,22.71,0,100.0,0,100.0,5.67,73.54,5.2,15.59,0,0,24,0,0,1.42,0,100.0,41401.7282765242,0.52,98.05,0,37.93,6.38,0,100.0,0,0.3972,100.0,6.43,6.36,11.32,6.3,0.84,6.15,3.4,77.67,100.0,100.0,0.8,100.0,3.79,9.56,100.0,13.27,13501,59.15,100.0,100.0,54.76,45.24,35379,99.2,100.0,0,100.0,100.0,7.73,0.27,2.21,100.0,8.07,100.0
14000US08031000800,0.19,1.36,21.21,4.47,48.64,24.12,100.0,0.63912689942965,2265.591,1448,0,0,14.41,17.9,9.17,3.93,28.96,44.06,100.0,0,100.0,3.49,80.35,0.44,15.72,0,42.03,28,5.18,0.41,9.19,0,100.0,16238.0090497738,33.43,51.8,0,2.86,21.62,0,100.0,0,0.4212,100.0,2.26,4.8,18.34,9.17,15.28,0,0.44,0,100.0,100.0,0.29,100.0,3.06,3.49,100.0,18.46,5294,91.86,100.0,100.0,52.56,47.44,11410,13.62,100.0,1.36,100.0,100.0,45.48,0.9,32.35,100.0,45.02,100.0
14000US53011041003,8.16,4.1,35.63,23.26,4.49,23.01,100.0,1.32637564343927,2930.542,3887,1.35,1.55,16.16,5.13,8.23,7.09,31.53,0,100.0,26.57,100.0,14.5,58.52,10.41,16.57,0,33.57,26,2.24,1.49,0.23,0,100.0,86388.6204704386,0.15,92.26,5.79,6.56,7.13,3.63,100.0,0,0.4473,100.0,23.08,1.19,0.93,3.68,1.5,12.84,25.58,63.46,100.0,100.0,33.57,100.0,3.99,12.12,100.0,10.07,35608,25.87,100.0,100.0,52.97,47.03,61033,6.29,100.0,3.5,100.0,100.0,1.97,1.52,2.03,100.0,4.01,100.0
14000US26091061600,1.35,0,30.27,5.61,23.82,38.62,100.0,1.68279273880806,2382.349,4009,0.34,3.35,14.14,10.12,4.49,8.04,36.39,0,100.0,0,100.0,9.52,69.71,7.98,12.8,0,5.1,16,0.2,0.4,9.43,0.65,100.0,40967.7887405688,4.96,79.42,0.52,11.15,10.15,4.94,100.0,0,0.4933,100.0,18.63,8.11,11.06,2.01,0,5.09,9.45,32.18,100.0,100.0,7.01,100.0,10.66,13.47,100.0,7.45,17929,48.06,100.0,100.0,54.3,45.7,26856,87.9,100.0,0,100.0,100.0,17.59,0.3,11.96,100.0,14.16,100.0
14000US06071000904,3.78,0.75,31.52,13.84,26.49,23.61,100.0,0.447041839576091,7321.462,3273,0,0,21.15,7.41,9.37,7.09,16.91,0,100.0,0,100.0,18.56,76.44,3.29,1.71,0,23.42,31,6.32,0,29.06,0,100.0,53346.1342395922,5.62,54.2,1.19,12.04,5.81,4.8,100.0,0,0.4135,100.0,5.69,1.27,8.87,3.55,0.38,6.27,13.36,72.97,100.0,100.0,4.66,100.0,8.74,12.54,100.0,0,19824,65.42,100.0,100.0,52.0,48.0,47545,71.92,100.0,3.14,100.0,100.0,3.82,0.73,4.33,100.0,12.06,100.0
14000US06071000903,4.77,0,32.37,11.12,21.44,29.56,100.0,0.503377621826819,8395.288,4226,0.73,0,17.51,7.31,5.72,6.93,15.72,0,100.0,1.02,100.0,17.08,73.11,4.71,5.1,0,15.74,32,4.73,0.97,30.6,0,100.0,50420.0816882233,18.74,41.77,0.41,17.63,6.98,3.19,100.0,0,0.4606,100.0,10.76,10.82,3.32,6.73,0.29,9.04,18.33,79.2,100.0,100.0,1.7,100.0,8.27,5.72,100.0,0,18344,81.35,100.0,100.0,52.11,47.89,37220,81.54,100.0,2.93,100.0,100.0,6.13,1.68,6.94,100.0,15.45,100.0
14000US31033955000,3.7,1.88,43.13,24.43,6.23,19.87,100.0,6.34147609950316,438.8568,2783,0.76,0.88,16.77,1.26,6.16,2.01,26.02,0,100.0,0,100.0,9.23,76.95,7.73,6.09,0,54.19,9,3.02,0.32,0,0,100.0,72934.2062193126,0.07,96.37,5.24,6.33,6.04,0.22,100.0,0,0.4265,100.0,9.98,7.41,2.64,2.14,0,19.16,22.11,58.31,100.0,100.0,5.16,100.0,6.16,13.32,100.0,8.11,32950,41.9,100.0,100.0,52.96,47.04,62593,40.65,100.0,0.82,100.0,100.0,8.59,2.44,3.19,100.0,4.83,100.0
14000US06071000901,4.65,0.66,36.47,14.42,20.81,23.0,100.0,0.705171220870521,6401.282,4514,0,0,14.79,5.48,8.7,6.86,21.96,1.22,100.0,2.56,100.0,16.58,66.17,7.73,8.44,1.07,23.72,28,4.79,0.53,30.48,0,100.0,58951.6147974163,3.43,55.8,1.64,18.45,3.35,4.96,100.0,1.22,0.4345,100.0,12.04,7.11,5.42,0.97,4.45,12.23,16.48,54.61,100.0,100.0,0.89,100.0,4.35,13.15,100.0,7.72,23808,66.88,100.0,100.0,48.52,51.48,51715,70.38,100.0,0,100.0,100.0,8.87,3.08,8.98,100.0,10.86,100.0
14000US15003011400,2.02,3.1,52.76,17.97,2.96,21.2,100.0,3.99196830255584,978.7152,3907,0,0,33.43,1.75,8.91,7.3,3.43,4.08,100.0,0,100.0,56.64,39.85,0.73,2.77,0,85.42,20,13.8,0.15,2.38,2.53,100.0,56554.0466392318,13.21,53.11,1.23,2.13,15.31,14.82,100.0,2.62,0.3565,100.0,0.96,5.55,0,1.02,2.34,10.51,20.88,100.0,100.0,100.0,0,100.0,1.9,6.42,100.0,4.83,20169,96.84,100.0,100.0,30.89,69.11,50195,7.87,100.0,0,100.0,100.0,0,0,0,100.0,7.82,100.0
14000US42095010800,13.6,1.71,21.29,18.5,12.46,25.67,100.0,0.300463168169119,7245.48,2177,6.77,0,8.64,3.42,3.23,4.65,40.98,0,100.0,3.9,100.0,5.22,61.25,23.74,9.78,0,18.18,23,1.15,0,2.57,0,100.0,52079.1055718475,3.4,89.89,5.79,7.58,0.87,2.99,100.0,0,0.5329,100.0,17.67,7.79,3.13,6.17,0,13.96,36.66,68.35,100.0,100.0,48.7,100.0,1.61,10.73,100.0,0,33441,78.23,100.0,100.0,53.65,46.35,31122,29.22,100.0,0.44,100.0,100.0,25.51,5.14,6.3,100.0,13.34,100.0
14000US24009860401,14.26,1.96,34.33,13.8,5.76,29.82,100.0,6.76807768993524,1464.67,9913,0.06,0,13.29,3.19,11.15,6.32,21.87,0,100.0,1.63,100.0,33.01,57.29,5.1,4.59,0,55.56,44,2.05,0,0,0,100.0,111977.585273416,7.56,85.29,7.09,4.45,4.4,5.1,100.0,0,0.3929,100.0,17.7,4.61,1.03,0.62,7.56,21.41,19.03,86.48,100.0,100.0,19.51,100.0,1.91,9.88,100.0,8.55,43036,29.34,100.0,100.0,51.96,48.04,98208,23.31,100.0,2.71,100.0,100.0,5.5,0.94,6.01,100.0,4.39,100.0
14000US24009860402,8.24,0.67,35.71,16.65,4.41,33.26,100.0,4.11252793449236,877.5624,3609,1.07,0,11.39,3.46,14.18,5.03,21.2,0,100.0,0,100.0,30.71,60.69,3.41,5.19,0,16.39,41,0.58,0,0.8,0,100.0,93845.5501618123,14.8,80.66,2.51,8.33,9.17,3.16,100.0,0,0.3411,100.0,19.17,6.03,4.75,1.95,3.74,17.42,18.98,89.8,100.0,100.0,0,100.0,2.57,10.5,100.0,0,33124,16.75,100.0,100.0,56.58,43.42,83534,83.61,100.0,3.56,100.0,100.0,2.02,0.75,7.52,100.0,4.05,100.0
14000US31119961000,2.76,0,35.79,11.78,12.46,37.2,100.0,0.78578896890642,4170.331,3277,0,0.94,16.16,15.46,11.18,11.3,16.99,0,100.0,0,100.0,9.6,79.27,4.74,6.38,0,0,13,0,0,4.15,0,100.0,41897.1675845791,3.75,88.01,0,16.3,7.96,4.09,100.0,0,0.3597,100.0,11.49,7.67,4.68,0.53,0.76,7.2,10.25,61.84,100.0,100.0,0,100.0,5.21,8.67,100.0,4.15,16708,43.51,100.0,100.0,48.52,51.48,35971,100.0,100.0,0.87,100.0,100.0,1.49,1.46,1.26,100.0,9.91,100.0
14000US24031702500,28.04,11.44,20.44,19.2,2.58,12.65,100.0,0.43388540796328,15817.54,6863,5.65,0,9.89,0.3,1.93,3.78,14.92,47.65,100.0,1.23,100.0,30.33,45.77,22.18,1.72,0,22.31,32,9.66,0,1.84,0,100.0,74222.2423146474,41.69,41.48,3.28,6.41,5.1,5.33,100.0,0,0.4423,100.0,9.72,2.64,0.73,0.54,2.56,28.22,39.06,90.79,100.0,100.0,10.77,100.0,5.27,5.07,100.0,0,48578,89.69,100.0,100.0,53.69,46.31,62536,18.05,100.0,0,100.0,100.0,28.32,0.61,0.81,100.0,9.15,100.0
14000US13261950100,7.41,1.94,27.7,7.65,29.4,23.94,100.0,97.4999297294042,11.31283,1103,1.94,0,14.0,5.4,1.8,14.4,48.36,16.67,100.0,22.22,100.0,23.8,62.2,9.8,4.2,0,0,21,0.45,0,0.45,0,100.0,64606.2841530055,41.34,56.84,1.37,17.5,5.71,0.91,100.0,0,0.4393,100.0,20.22,2.8,6.6,3.0,9.8,13.6,11.8,40.47,100.0,100.0,61.11,100.0,0.8,16.0,100.0,4.35,21102,18.31,100.0,100.0,44.7,55.3,44167,0,100.0,3.28,100.0,100.0,10.38,0.45,3.28,100.0,4.64,100.0
14000US42069110201,7.53,2.14,21.74,18.28,5.75,43.8,100.0,45.0813640835402,94.71763,4270,0.76,0.6,14.96,7.36,7.26,8.65,36.3,0,100.0,7.59,100.0,14.51,67.3,6.36,11.83,0,30.38,25,0.21,0.05,0,0,100.0,82263.446969697,0.09,99.65,5.43,4.08,6.89,0,100.0,0,0.4337,100.0,19.19,5.67,3.13,2.78,0.75,14.46,21.02,52.38,100.0,100.0,62.03,100.0,3.33,10.04,100.0,0,31143,13.7,100.0,100.0,49.67,50.33,63722,0,100.0,4.48,100.0,100.0,4.36,2.46,4.29,100.0,3.28,100.0
14000US36047021400,2.22,0,14.03,11.58,45.78,26.38,100.0,0.0648516518223251,36729.98,2382,0,0,13.0,1.56,6.35,3.13,18.12,2.76,100.0,0,100.0,4.89,71.07,10.07,13.98,0,83.74,50,46.6,0,0.5,0,100.0,64522.4637681159,0,52.35,3.26,11.08,14.95,0.55,100.0,0,0.4428,100.0,3.26,25.61,0.1,4.79,0,5.77,13.49,61.96,100.0,100.0,10.53,100.0,11.63,14.57,100.0,0,15467,70.47,100.0,100.0,51.55,48.45,56429,2.97,100.0,0,100.0,100.0,52.17,0.5,8.15,100.0,6.7,100.0
14000US36081103201,1.42,0,19.98,8.99,39.78,29.18,100.0,0.154511526694332,41427.33,6401,0.64,0,14.86,4.77,12.13,5.47,19.99,3.43,100.0,0.43,100.0,10.94,76.12,5.62,7.32,0,2.82,54,7.37,0,10.72,0.89,100.0,51475.1022494888,58.94,21.95,1.12,13.76,11.0,0.12,100.0,0,0.4957,100.0,9.15,5.4,14.75,14.57,0,5.88,5.62,91.72,100.0,100.0,0.43,100.0,7.17,9.39,100.0,0,16756,77.76,100.0,100.0,59.94,40.06,38750,92.89,100.0,0,100.0,100.0,55.98,0.72,8.49,100.0,15.7,100.0
14000US06085503118,6.4,1.53,20.31,15.84,32.24,23.44,100.0,0.218494834725103,25121.88,5489,0.24,0.38,11.1,7.76,8.11,5.46,17.13,0.78,100.0,0.25,100.0,6.99,81.37,5.99,5.65,0,56.78,28,40.34,0.2,24.83,0,100.0,71807.8443113773,5.34,25.91,3.41,11.11,9.6,3.39,100.0,0,0.3902,100.0,6.71,5.88,7.15,2.92,1.58,9.8,23.63,69.15,100.0,100.0,0.78,100.0,7.84,8.41,100.0,0,22852,72.63,100.0,100.0,52.81,47.19,66056,41.41,100.0,0.36,100.0,100.0,3.17,0.4,1.98,100.0,4.25,100.0
14000US36081103202,11.46,3.39,19.7,11.77,37.73,15.23,100.0,0.275110927154875,28475.79,7834,0.72,0,5.71,2.76,8.23,6.19,15.37,1.66,100.0,1.35,100.0,6.43,57.72,14.06,21.78,0,3.21,40,0.97,1.67,14.87,0,100.0,73607.6057846813,15.32,65.94,4.82,15.74,15.31,1.23,100.0,0,0.4453,100.0,9.32,4.75,20.79,2.13,0.72,11.03,23.32,66.86,100.0,100.0,3.96,100.0,6.16,8.2,100.0,3.77,19225,71.72,100.0,100.0,47.49,52.51,56898,89.82,100.0,0.59,100.0,100.0,25.71,1.31,3.91,100.0,6.11,100.0
14000US06085503116,16.8,1.28,27.59,22.6,12.89,16.24,100.0,0.440742582591116,12106.84,5336,2.61,0.63,6.11,10.89,3.44,2.04,20.21,0.25,100.0,0,100.0,11.38,74.14,3.06,11.42,0,87.48,31,47.08,1.39,2.96,0,100.0,86780.1845342707,0.49,41.15,10.59,8.36,10.51,6.93,100.0,0,0.4364,100.0,11.12,4.6,2.07,0,0.6,13.98,35.91,45.17,100.0,100.0,4.09,100.0,9.28,10.44,100.0,0,37568,44.55,100.0,100.0,50.26,49.74,67197,8.18,100.0,2.07,100.0,100.0,8.92,1.26,2.55,100.0,3.87,100.0
14000US06085503117,1.41,0.38,22.99,9.98,39.37,25.54,100.0,0.193472324968301,16116,3118,0.33,3.63,8.28,6.39,10.65,8.52,24.48,0,100.0,0,100.0,6.55,84.94,2.29,6.23,0,50.39,26,38.42,1.86,30.6,0.74,100.0,58533.7239583333,1.25,24.86,0.65,12.73,6.16,2.28,100.0,0,0.4302,100.0,6.9,14.2,10.25,2.37,2.37,3.94,6.31,69.23,100.0,100.0,0.32,100.0,8.83,14.27,100.0,0,15493,67.84,100.0,100.0,51.54,48.46,48636,49.29,100.0,4.17,100.0,100.0,13.67,1.44,1.04,100.0,7.55,100.0
14000US06085503115,12.86,0.84,27.05,32.32,8.26,17.02,100.0,1.72248018137536,3675.514,6331,1.65,0,15.77,2.11,8.8,1.48,25.74,2.42,100.0,1.12,100.0,8.91,79.24,6.01,5.84,0,69.36,31,32.57,0,4.22,0,100.0,115073.81305638,1.36,55.95,11.2,4.14,7.74,5.91,100.0,1.18,0.3771,100.0,12.57,2.66,4.33,0.3,3.65,21.72,23.97,70.7,100.0,100.0,12.09,100.0,5.79,9.41,100.0,0,50247,14.54,100.0,100.0,52.57,47.43,100924,13.83,100.0,1.59,100.0,100.0,3.64,2.2,4.08,100.0,1.67,100.0
